hour_of_day,day_of_week,severity_numeric,source_type_numeric,src_bytes,dst_bytes,event_freq_1m,duration,protocol,dst_port,same_srv_rate,diff_srv_rate,serror_rate,rerror_rate,count,srv_count,dst_host_count,dst_host_srv_count,template_rarity,threat_intel_flag,label,source_dataset
0,3,1,0,132.0,164.0,1000.0,0.001304,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,564.0,354.0,95.9674478416921,0.625212,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,564.0,354.0,95.32449251623297,0.629429,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,878.0,1002.0,223.65360529611738,0.268272,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,798.0,5348.0,232.81260913091052,0.257718,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,146.0,178.0,1000.0,0.001088,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,3422.0,1834.0,76.23607262248278,0.787029,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1.2e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1540.0,1644.0,1000.0,0.039511,6.0,4.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1540.0,1644.0,191.67430701751584,0.313031,6.0,4.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1540.0,1644.0,100.82084975172867,0.595115,6.0,4.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1540.0,1644.0,29.644298067488208,2.023998,6.0,7.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,2302.0,34406.0,41.88674661450371,1.432434,6.0,9.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1.7e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1540.0,1644.0,19.390003419103937,3.094378,6.0,19.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,320.0,1826.0,41.205281967744504,1.456124,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1540.0,1644.0,14.880254869005396,4.032189,6.0,12.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,2952.0,44474.0,22.018389024567018,2.724995,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,564.0,354.0,94.64573313373599,0.633943,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1540.0,1644.0,14.210520332412493,4.222224,6.0,7.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1540.0,1644.0,15.181517817788388,3.952174,6.0,3.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1540.0,1644.0,11.406551352769464,5.260135,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1540.0,1644.0,10.142056403356344,5.91596,6.0,5.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,4e-06,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1.4e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1540.0,1644.0,40.79174048838591,1.470886,6.0,10.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1540.0,1644.0,31.156384800046112,1.925769,6.0,14.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,48267.0,2028.0,67.48184738305396,0.889128,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1540.0,1644.0,45.87478629995382,1.307908,6.0,6.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,6326.0,268.0,364.63967522759594,0.164546,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,564.0,354.0,94.84651462770373,0.632601,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2558.0,23162.0,55.403554876759415,1.082963,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,8928.0,320.0,71.28854036713598,0.84165,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,3736.0,2456.0,1000.0,0.007707,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,2662.0,23162.0,39.278686206503764,1.527546,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,468.0,268.0,280.2873880018312,0.214066,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1540.0,1644.0,88.63440965051451,0.676938,6.0,4.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,2e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1018.0,27074.0,73.22261260722536,0.819419,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1.5e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1064.0,2260.0,1000.0,0.005383,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1540.0,1644.0,91.87531295028475,0.653059,6.0,12.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,2662.0,23162.0,1000.0,0.021949,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,136.0,0.0,1000.0,2.1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1540.0,1644.0,79.37715393214576,0.755885,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,7810.0,14540.0,1000.0,0.036332,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1062.0,30944.0,78.88726877812825,0.760579,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,724.0,268.0,249.97291960037663,0.240026,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,376.0,0.0,1000.0,4e-06,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,528.0,304.0,1000.0,0.001897,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,564.0,354.0,95.85874255696805,0.625921,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1092.0,268.0,314.49342970809766,0.190783,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2438.0,18508.0,1000.0,0.015172,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1944.0,268.0,346.05069642702654,0.173385,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,146.0,178.0,1000.0,0.001096,17.0,2.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,920.0,34618.0,154.4095507454121,0.388577,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,37178.0,1641360.0,1.8472698244841208,32.480366,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1016.0,32278.0,76.38456573464767,0.785499,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,732.0,354.0,153.98315937513632,0.389653,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,8928.0,320.0,76.97725706939885,0.779451,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,9089.0,1856.0,73.19581466331755,0.819719,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2662.0,23162.0,1000.0,0.043864,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1008.0,12548.0,89.70876050900752,0.668831,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,564.0,354.0,95.82200105084794,0.626161,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1.1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1580.0,10168.0,59.703037093496945,1.004974,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1516.0,66749.0,156.39743716732963,0.383638,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2438.0,18508.0,1000.0,0.026139,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,724.0,268.0,317.3914653434969,0.189041,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1684.0,10168.0,54.743127000405096,1.096028,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1126.0,41028.0,62.280590669121906,0.963382,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,956.0,4670.0,73.84297291808969,0.812535,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,146.0,178.0,1000.0,0.001046,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,804.0,268.0,334.70936070512107,0.17926,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,8928.0,320.0,103.88351195526083,0.57757,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,2e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,854.0,2132.0,243.3543970083633,0.246554,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1168.0,2364.0,1000.0,0.044138,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,564.0,354.0,94.90097083693166,0.632238,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,800.0,518.0,142.58589017559453,0.420799,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1058.0,822.0,1000.0,0.004093,6.0,3.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,802.0,1332.0,222.00925778604966,0.270259,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,6e-06,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1054.0,26258.0,78.3082290202466,0.766203,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1684.0,10168.0,59.440545584954414,1.009412,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,564.0,354.0,95.69500089315335,0.626992,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2558.0,23162.0,1000.0,0.016845,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,364.0,3544.0,102.54026414372044,0.585136,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1.1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,806.0,924.0,278.21183976852774,0.215663,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2438.0,19266.0,1000.0,0.025915,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1166.0,41224.0,93.71031953657123,0.640271,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,520.0,304.0,1000.0,0.001968,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,130.0,162.0,1000.0,0.001066,17.0,2.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1.1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,720.0,268.0,315.7678685142596,0.190013,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,844.0,5132.0,284.4491641935392,0.210934,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1684.0,10168.0,59.46440411216176,1.009007,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,8928.0,320.0,213.20294788609277,0.281422,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,8174.0,1752.0,77.91145363294615,0.770105,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1132.0,268.0,244.7960440959274,0.245102,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,634.0,268.0,322.4835533387797,0.186056,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,13454.0,548216.0,27.35935694567435,2.193034,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,8928.0,320.0,214.87585547449962,0.279231,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,136.0,0.0,1000.0,4e-06,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,364.0,16744.0,200.33121427426678,0.299504,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1072.0,1790.0,43.1897035746678,1.38922,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,832.0,268.0,292.477479234099,0.205144,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,364.0,268.0,126.45902095425977,0.474462,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,5174.0,83812.0,255.2974214960429,0.23502,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,564.0,354.0,93.38841174328148,0.642478,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,146.0,178.0,1000.0,0.001073,17.0,2.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1124.0,53652.0,70.67970314524679,0.8489,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,846.0,1008.0,241.95011795068248,0.247985,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2542.0,19266.0,1000.0,0.021514,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,564.0,354.0,94.92739636301502,0.632062,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1546.0,129538.0,47.15742878835274,1.272334,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,568.0,312.0,1000.0,0.004998,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,4600.0,618.0,193.8566817551784,0.309507,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,9608.0,12298.0,20.710422727341765,2.897092,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1256.0,2544.0,159.2800541552184,0.376695,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,7e-06,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,352.0,0.0,1000.0,1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1094.0,67195.0,164.33313613356998,0.365112,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,146.0,178.0,1000.0,0.001036,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1596.0,268.0,341.4076236322357,0.175743,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,520.0,304.0,1000.0,0.00162,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,256.0,0.0,1000.0,1.1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,520.0,304.0,1000.0,0.001715,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,3090.0,39600.0,21.412068841228795,2.802158,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,564.0,354.0,94.8532620036803,0.632556,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,37372.0,3380.0,160.0149347272412,0.374965,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,2200.0,282243.0,42.69438575942994,1.405337,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,4e-06,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,146.0,178.0,1000.0,0.001038,17.0,2.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,5932.0,1087989.0,13.720040291184988,4.373165,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,564.0,354.0,94.7301611360041,0.633378,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,424.0,8824.0,688.002385074935,0.087209,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,564.0,354.0,94.9739771302663,0.631752,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1428.0,1426.0,25.04345038642044,2.395836,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1290.0,39472.0,265.82312129509023,0.225714,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,74556.0,2244.0,63.52702015924106,0.94448,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,568.0,304.0,1000.0,0.00444,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,564.0,354.0,93.02340003627913,0.644999,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,958.0,268.0,319.60284020390657,0.187733,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,568.0,312.0,1000.0,0.004599,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,758.0,7844.0,267.4893450077572,0.224308,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,568.0,304.0,1000.0,0.004575,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,364.0,854.0,115.17641187084885,0.52094,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1178.0,1636.0,50.74206034753237,1.182451,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2974.0,30506.0,1000.0,0.016006,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,308887.0,3276.0,47.65410742665437,1.259073,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1684.0,10168.0,51.99559077390237,1.153944,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1.1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2438.0,19266.0,1000.0,0.011184,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,886.0,5004.0,301.9475617734387,0.19871,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,564.0,354.0,96.19238476953907,0.62375,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1580.0,10168.0,53.3768413898262,1.124083,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,826.0,2188.0,126.14237690080795,0.475653,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,94052.0,2108.0,58.64953578892423,1.023026,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,956.0,3228.0,77.68257346829385,0.772374,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,5174.0,83812.0,1000.0,0.039694,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,844.0,268.0,315.0780605895111,0.190429,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1170.0,268.0,333.1408519522054,0.180104,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1684.0,10168.0,59.502086539834664,1.008368,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1040.0,0.0,115.8164772102127,0.518061,0.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1040.0,0.0,115.8164772102127,0.518061,0.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1040.0,0.0,115.8164772102127,0.518061,0.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1040.0,0.0,115.8164772102127,0.518061,0.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2438.0,19266.0,1000.0,0.013798,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1580.0,10168.0,59.65827738712654,1.005728,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1324.0,0.0,1000.0,1.2e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,21158.0,1940.0,60.876561610631484,0.985601,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,906.0,3196.0,281.7443733300776,0.212959,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,130.0,162.0,1000.0,0.001041,17.0,2.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1882.0,268.0,298.7869250841583,0.200812,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1580.0,10168.0,55.25808287607269,1.085814,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
